repo_name,depth,timelag,complexity,nloc
https://github.com/floor/material,9,37,4.9,3901.0
https://github.com/fb55/htmlparser2,5,503,3.9,1401.0
https://github.com/webpack/memory-fs,5,657,3.0,396.0
https://github.com/calvinmetcalf/copyfiles,5,54,2.0,161.0
https://github.com/zeit/ms,6,564,14.2,111.0
https://github.com/webpack-contrib/expose-loader,11,130,2.3,69.0
https://github.com/hughsk/envify,5,160,4.2,78.0
https://github.com/hammerjs/hammer.js,11,722,3.0,3876.0
https://github.com/babel/babylon,10,5,2.8,11169.0
https://github.com/expressjs/method-override,6,120,3.0,64.0
https://github.com/eggjs/egg-ci,9,511,1.5,134.0
https://github.com/tildeio/rsvp.js,10,157,2.4,1152.0
https://github.com/postcss/postcss-nested,10,25,1.7,300.0
https://github.com/bholloway/resolve-url-loader,7,110,3.4,551.0
https://github.com/hughsk/uglifyify,8,226,3.9,110.0
https://github.com/aheckmann/gm,3,298,2.0,2242.0
https://github.com/Swatinem/rollup-plugin-url,7,4,3.2,120.0
https://github.com/mqttjs/MQTT.js,12,84,3.0,1969.0
https://github.com/babel/karma-babel-preprocessor,9,87,1.9,83.0
https://github.com/stevelacy/gulp-git,4,334,3.5,921.0
https://github.com/prettier/prettier-eslint-cli,12,65,2.2,1184.0
https://github.com/deepsweet/isparta-loader,6,35,3.0,14.0
https://github.com/gruntjs/grunt-contrib-less,10,213,2.3,435.0
https://github.com/panuhorsmalahti/gulp-tslint,10,16,3.8,171.0
https://github.com/gulpjs/vinyl-fs,10,228,2.5,1039.0
https://github.com/jashkenas/backbone,11,186,3.0,1797.0
https://github.com/jscs-dev/gulp-jscs,10,234,3.6,120.0
https://github.com/flatiron/nconf,8,501,3.1,959.0
https://github.com/alex-seville/blanket,9,412,4.1,15820.0
https://github.com/awslabs/aws-cdk,11,111,2.7,1091.0
https://github.com/theaqua/redux-logger,9,20,7.6,480.0
https://github.com/patorjk/figlet.js,10,1148,6.3,791.0
https://github.com/defunctzombie/node-util,10,627,3.1,530.0
https://github.com/mafintosh/pump,1,51,2.7,64.0
https://github.com/form-data/form-data,5,501,3.8,291.0
https://github.com/rwjblue/ember-source-channel-url,5,107,2.0,43.0
https://github.com/es-shims/es5-shim,7,270,4.7,1906.0
https://github.com/LeaVerou/prism,9,109,3.6,12590.0
https://github.com/Gozala/events,10,669,3.6,333.0
https://github.com/normalize/mz,4,467,1.8,156.0
https://github.com/angular/tsickle,5,61,2.9,271.0
https://github.com/karma-runner/karma-ie-launcher,11,393,1.4,149.0
https://github.com/node-modules/autod,10,255,5.0,511.0
https://github.com/passy/autoprefixer-loader,11,10,3.5,77.0
https://github.com/npm/node-tar,8,95,3.6,9862.0
https://github.com/deepak1556/gulp-browserify,8,371,2.8,2913.0
https://github.com/jonschlinkert/gulp-format-md,5,504,1.0,73.0
https://github.com/isaacs/node-which,10,105,6.1,108.0
https://github.com/tcoopman/image-webpack-loader,11,148,14.0,72.0
https://github.com/petehunt/jsx-loader,5,1245,4.0,24.0
https://github.com/hapijs/boom,6,209,5.0,302.0
https://github.com/SitePen/remap-istanbul,10,37,4.0,842.0
https://github.com/sindresorhus/gulp-template,10,256,3.0,26.0
https://github.com/estools/estraverse,10,6,3.7,631.0
https://github.com/shelljs/shx,11,41,4.6,289.0
https://github.com/docstrap/docstrap,8,760,3.9,3836.0
https://github.com/mozilla/nunjucks,9,7,3.7,16858.0
https://github.com/chaijs/chai-http,10,206,3.8,3831.0
https://github.com/reworkcss/css,3,547,2.2,756.0
https://github.com/json5/json5,9,17,5.3,1283.0
https://github.com/standard-things/esm,11,7,4.0,17650.0
https://github.com/pegjs/pegjs,10,14,3.9,7414.0
https://github.com/stevelacy/gulp-stylus,7,293,2.0,96.0
https://github.com/gruntjs/grunt-contrib-compress,11,168,2.4,486.0
https://github.com/EvanOxfeld/node-unzip,4,127,2.1,334.0
https://github.com/zilverline/react-tap-event-plugin,5,1167,2.7,406.0
https://github.com/unclechu/node-deep-extend,3,506,4.2,83.0
https://github.com/cibernox/ember-disable-proxy-controllers,10,2,1.0,153.0
https://github.com/webpack/null-loader,11,130,1.0,47.0
https://github.com/gruntjs/grunt-contrib-sass,12,102,2.3,205.0
https://github.com/nodejs/node-gyp,5,89,3.5,21861.0
https://github.com/pull-stream/pull-stream,3,80,2.1,572.0
https://github.com/karma-runner/karma-requirejs,11,159,2.4,80.0
https://github.com/alexei/sprintf.js,10,160,4.7,309.0
https://github.com/helmetjs/helmet,9,230,3.0,60.0
https://github.com/Qard/onchange,8,168,3.8,203.0
https://github.com/simplabs/qunit-dom,10,4,1.0,92.0
https://github.com/calvinmetcalf/rollup-plugin-node-builtins,9,39,4.5,8921.0
https://github.com/paularmstrong/swig,6,35,2.9,2528.0
https://github.com/broccolijs/broccoli-funnel,6,514,4.2,460.0
https://github.com/tschaub/grunt-newer,10,495,1.8,373.0
https://github.com/ALMaclaine/replace,5,1160,4.3,347.0
https://github.com/contra/gulp-cached,4,1220,5.0,37.0
https://github.com/ElementUI/babel-plugin-component,8,7,14.2,235.0
https://github.com/elastic/elasticsearch-js,8,2,8.9,24798.0
https://github.com/markdown-it/markdown-it-container,7,901,4.5,180.0
https://github.com/intellicode/eslint-plugin-react-native,6,142,4.1,1176.0
https://github.com/facebook/fbjs,5,5,2.2,9622.0
https://github.com/rollup/rollup-plugin-typescript,8,28,6.7,184.0
https://github.com/wheresrhys/fetch-mock,11,236,2.5,1845.0
https://github.com/gulpjs/plugin-error,10,19,2.7,120.0
https://github.com/Unitech/pm2,8,1,3.0,14743.0
https://github.com/calvinmetcalf/rollup-plugin-node-globals,10,361,6.9,242.0
https://github.com/Kagami/gulp-ng-annotate,7,486,4.5,65.0
https://github.com/Leaflet/Leaflet,10,158,1.8,16663.0
https://github.com/eslint/typescript-eslint-parser,12,297,3.0,706.0
https://github.com/armed/gulp-flatten,10,499,3.8,71.0
https://github.com/machty/ember-maybe-import-regenerator,10,364,2.8,110.0
https://github.com/oliver-moran/jimp,10,3,3.5,4970.0
https://github.com/yiminghe/async-validator,12,138,5.7,2297.0
https://github.com/btford/grunt-conventional-changelog,11,148,1.5,284.0
https://github.com/frostney/rollup-plugin-alias,11,528,11.0,86.0
https://github.com/eslint/eslint-plugin-markdown,8,297,2.4,189.0
https://github.com/facebook/draft-js,10,59,3.6,23777.0
https://github.com/FormidableLabs/webpack-dashboard,9,29,2.0,1035.0
https://github.com/adaltas/node-csv,3,82,1.2,103.0
https://github.com/substack/js-traverse,1,1055,2.2,339.0
https://github.com/harthur/nomnom,9,54,3.0,472.0
https://github.com/patrick-steele-idem/child-process-promise,11,64,2.5,171.0
https://github.com/louischatriot/nedb,2,420,2.5,8564.0
https://github.com/kimmobrunfeldt/chokidar-cli,8,262,1.8,233.0
https://github.com/yuanchuan/node-watch,3,142,1.8,524.0
https://github.com/cucumber/cucumber-js,9,16,2.8,51465.0
https://github.com/producthunt/chai-enzyme,11,39,1.6,715.0
https://github.com/sindresorhus/get-port,9,14,2.0,55.0
https://github.com/ndmitry/grunt-autoprefixer,11,197,2.6,249.0
https://github.com/darkguy2008/parallelshell,4,180,4.5,119.0
https://github.com/marcules/karma-remap-istanbul,11,112,2.5,120.0
https://github.com/spion/blue-tape,7,49,1.9,47.0
https://github.com/debitoor/chai-subset,6,571,2.9,85.0
https://github.com/avajs/eslint-plugin-ava,9,14,2.2,1632.0
https://github.com/indutny/elliptic,10,36,3.6,10517.0
https://github.com/gulpjs/fancy-log,6,128,1.4,72.0
https://github.com/michaelleeallen/mocha-junit-reporter,5,2,3.6,267.0
https://github.com/fishbar/jscoverage,7,153,3.6,1166.0
https://gitlab.com/philbooth/bfj,6,54,2.4,1459.0
https://github.com/testem/testem,7,27,4.4,30796.0
https://github.com/christkv/node-git,9,1862,2.4,5709.0
https://github.com/webdriverio/webdriverio,10,8,3.5,10475.0
https://github.com/visionmedia/connect-redis,5,293,2.4,236.0
https://github.com/sindresorhus/gulp-rev,11,11,3.8,122.0
https://github.com/arcanis/pnp-webpack-plugin,12,50,3.1,159.0
https://github.com/shootaroo/jit-grunt,11,249,2.5,249.0
https://github.com/sindresorhus/vinyl-paths,9,1599,1.7,16.0
https://github.com/substack/testling,5,23,2.5,413.0
https://github.com/styled-components/polished,9,37,3.2,21970.0
https://github.com/zenorocha/clipboard.js,11,27,2.6,791.0
https://github.com/NativeScript/NativeScript,11,183,3.1,12421.0
https://github.com/wdavidw/node-csv-parse,9,26,5.1,2184.0
https://github.com/niksy/throttle-debounce,9,11,2.4,144.0
https://github.com/thlorenz/exorcist,5,26,3.2,123.0
https://github.com/miickel/gulp-angular-templatecache,7,43,6.2,103.0
https://github.com/shama/gaze,10,33,3.2,530.0
https://github.com/juliangruber/tape-run,12,593,1.7,74.0
https://github.com/karma-runner/karma-html2js-preprocessor,8,122,1.6,63.0
https://github.com/andreypopp/reactify,5,712,2.6,50.0
https://github.com/M-Zuber/npm-watch,9,496,3.4,158.0
https://github.com/unexpectedjs/unexpected,11,1,5.2,7224.0
https://github.com/sindresorhus/find-up,9,15,3.0,36.0
https://github.com/pagekit/vue-resource,11,1,2.4,4334.0
https://github.com/webpack-contrib/grunt-webpack,10,2,8.2,440.0
https://github.com/webpack/webpack-sources,7,544,2.2,709.0
https://github.com/jest-community/jest-junit,11,50,3.0,468.0
https://github.com/andyearnshaw/Intl.js,10,37,5.9,8572.0
https://github.com/js-cli/js-liftoff,8,215,3.3,330.0
https://github.com/ljharb/object.assign,5,251,5.6,139.0
https://github.com/TypeStrong/tsify,11,25,2.1,662.0
https://github.com/sshev/karma-remap-coverage,9,669,4.0,36.0
https://github.com/devongovett/browserify-istanbul,9,662,2.1,48.0
https://github.com/jsoverson/grunt-env,5,1374,1.9,308.0
https://github.com/taptapship/wiredep,7,151,2.4,548.0
https://github.com/isaacs/read,6,1034,3.7,106.0
https://github.com/TypeStrong/grunt-ts,12,64,3.6,55453.0
https://github.com/reduxjs/redux-devtools,10,9,3.4,16988.0
https://github.com/slushjs/gulp-conflict,4,1097,2.9,199.0
https://github.com/koajs/compose,12,34,3.3,46.0
https://github.com/ember-template-lint/ember-cli-template-lint,10,1,1.9,726.0
https://github.com/schickling/gulp-webserver,8,6,3.5,177.0
https://github.com/discordjs/discord.js,9,5,2.6,9008.0
https://github.com/mariocasciaro/object-path,5,657,3.3,289.0
https://github.com/substack/text-table,4,298,2.6,108.0
https://github.com/toastynerd/webpack_env,12,605,4.0,16.0
https://github.com/hughsk/vinyl-source-stream,6,373,2.3,26.0
https://github.com/geowarin/friendly-errors-webpack-plugin,11,85,2.2,567.0
https://github.com/websockets/ws,7,297,3.2,2477.0
https://github.com/mongodb/node-mongodb-native,9,11,3.8,20127.0
https://github.com/ember-cli/ember-cli-qunit,10,128,1.0,69.0
https://github.com/istanbuljs/babel-plugin-istanbul,9,3,2.7,111.0
https://github.com/markedjs/marked,7,1,6.3,1912.0
https://github.com/then/promise,7,165,2.2,648.0
https://github.com/gaearon/react-hot-loader,11,59,4.2,4917.0
https://github.com/webpack-contrib/raw-loader,9,2,2.0,21.0
https://github.com/ember-cli/ember-disable-prototype-extensions,10,36,1.0,122.0
https://github.com/johnagan/clean-webpack-plugin,9,19,3.0,249.0
https://github.com/substack/node-optimist,4,4,2.3,425.0
https://github.com/request/request-promise,10,224,1.0,133.0
https://github.com/karma-runner/karma-cli,9,28,1.2,49.0
https://github.com/ember-cli/ember-cli-htmlbars-inline-precompile,10,24,1.0,458.0
https://github.com/mlex/karma-spec-reporter,5,657,3.7,126.0
https://github.com/NodeRedis/node_redis,8,121,3.2,2769.0
https://github.com/substack/watchify,8,461,1.8,219.0
https://github.com/SBoudrias/gulp-istanbul,10,124,2.5,146.0
https://github.com/koajs/koa,8,32,15.0,711.0
https://github.com/Leonidas-from-XIV/node-xml2js,7,395,3.4,582.0
https://github.com/rbuckton/reflect-metadata,10,45,2.6,1451.0
https://github.com/expressjs/morgan,6,393,2.7,227.0
https://github.com/scottcorgan/tap-spec,5,216,1.8,137.0
https://github.com/jonathanKingston/ember-cli-sri,10,69,4.0,80.0
https://github.com/moxystudio/node-cross-spawn,11,232,3.5,227.0
https://github.com/BenoitZugmeyer/eslint-plugin-html,10,13,5.3,1752.0
https://github.com/royriojas/eslint-friendly-formatter,8,11,3.2,214.0
https://github.com/litixsoft/karma-mocha-reporter,10,48,1.9,1070.0
https://github.com/vuejs/eslint-plugin-vue,10,58,4.9,7744.0
https://github.com/ramda/ramda,8,24,2.1,8050.0
https://github.com/postcss/postcss-import,9,159,6.2,412.0
https://github.com/jackfranklin/gulp-load-plugins,6,289,3.1,140.0
https://github.com/jadejs/jade,10,42,4.4,4062.0
https://github.com/pugjs/pug,10,42,4.4,4062.0
https://github.com/ember-cli/ember-resolver,10,36,2.9,921.0
https://github.com/stringparser/runtime,4,56,2.9,206.0
https://github.com/ember-cli/ember-load-initializers,10,149,2.1,197.0
https://github.com/ember-cli/loader.js,8,29,2.0,35469.0
https://github.com/kimmobrunfeldt/concurrently,11,57,2.0,1808.0
https://github.com/github/fetch,9,27,2.5,445.0
https://github.com/angular/jasminewd,7,251,1.3,715.0
https://github.com/TypeStrong/TypeDoc,9,43,3.7,188.0
https://github.com/justmoon/node-extend,6,207,7.8,84.0
https://github.com/ivogabe/gulp-typescript,10,106,2.7,1306.0
https://github.com/mysqljs/mysql,5,178,2.5,7196.0
https://github.com/indexzero/http-server,11,50,3.1,107.0
https://github.com/flatiron/prompt,5,695,3.4,743.0
https://github.com/isaacs/minimatch,10,127,5.7,568.0
https://github.com/highlightjs/highlight.js,9,132,2.4,21110.0
https://github.com/broofa/node-mime,9,31,3.0,133.0
https://github.com/vuejs/babel-plugin-transform-vue-jsx,10,4,4.2,342.0
https://github.com/liady/webpack-node-externals,11,622,2.7,107.0
https://github.com/lazd/gulp-replace,3,357,3.6,75.0
https://github.com/rollup/rollup-plugin-replace,9,224,2.5,78.0
https://github.com/ljharb/qs,7,132,6.4,1229.0
https://github.com/webpack/loader-utils,12,401,6.6,383.0
https://github.com/broofa/node-uuid,4,729,5.8,117.0
https://github.com/Automattic/socket.io-client,10,32,3.2,7704.0
https://github.com/chimurai/http-proxy-middleware,11,7,2.8,578.0
https://github.com/mikaelbr/node-notifier,10,476,3.7,958.0
https://github.com/webpack-contrib/extract-text-webpack-plugin,9,7,3.9,528.0
https://github.com/bripkens/connect-history-api-fallback,11,153,4.3,168.0
https://github.com/webpack-contrib/source-map-loader,11,388,2.4,101.0
https://github.com/jscs-dev/node-jscs,8,339,2.5,11751.0
https://github.com/webpack-contrib/mini-css-extract-plugin,11,27,8.0,671.0
https://github.com/floatdrop/gulp-watch,9,503,2.1,135.0
https://github.com/defunctzombie/commonjs-assert,12,382,4.5,318.0
https://github.com/indexzero/node-portfinder,3,54,2.7,249.0
https://github.com/yeoman/yeoman-test,8,284,1.6,314.0
https://github.com/robrich/gulp-if,7,131,3.0,16.0
https://github.com/bigeasy/register,4,121,1.2,717.0
https://github.com/amvtek/EventSource,9,863,1.9,3928.0
https://github.com/avajs/ava,10,1,4.6,5372.0
https://github.com/standard/eslint-plugin-standard,7,159,3.4,372.0
https://github.com/xjamundx/eslint-plugin-promise,11,92,4.7,1842.0
https://github.com/reactivex/rxjs,9,60,1.4,11314.0
https://github.com/hparra/gulp-rename,10,435,5.7,44.0
https://github.com/karma-runner/karma-jasmine,8,122,2.6,411.0
https://github.com/jashkenas/coffeescript,9,12,4.7,12490.0
https://github.com/yargs/yargs,9,258,4.4,2614.0
https://github.com/webpack-contrib/sass-loader,9,19,4.5,289.0
https://github.com/isaacs/node-glob,10,172,5.4,1107.0
https://github.com/postcss/autoprefixer,9,9,5.3,5490.0
https://github.com/mysticatea/eslint-plugin-node,8,76,4.0,4919.0
https://github.com/gulpjs/gulp-util,5,309,2.2,188.0
